onset_s,offset_s,pitch,strength_0_1,dur_ms
142.946667,143.890000,69,0.417,943.3
143.523333,143.816667,81,0.362,293.3
144.105000,144.248333,26,0.346,143.3
144.896667,145.116667,81,0.394,220.0
145.043333,145.845000,74,0.543,801.7
145.483333,145.701667,34,0.535,218.3
145.988333,146.426667,81,0.441,438.3
146.060000,146.930000,34,0.701,870.0
146.500000,147.513333,74,0.567,1013.3
146.643333,146.786667,53,0.378,143.3
146.930000,147.296667,31,0.622,366.7
147.513333,148.598333,31,0.724,1085.0
147.728333,148.240000,82,0.543,511.7
148.240000,148.963333,81,0.504,723.3
148.383333,148.890000,74,0.315,506.7
148.890000,149.181667,26,0.535,291.7
148.963333,149.181667,62,0.323,218.3
149.110000,149.540000,69,0.583,430.0
149.468333,150.043333,26,0.583,575.0
149.826667,151.133333,69,0.488,1306.7
150.913333,151.206667,62,0.323,293.3
151.280000,151.426667,81,0.291,146.7
151.573333,151.791667,62,0.362,218.3
152.370000,152.661667,62,0.394,291.7
152.370000,152.733333,74,0.346,363.3
152.590000,152.805000,76,0.394,215.0
152.805000,153.093333,77,0.480,288.3
152.805000,154.330000,62,0.535,1525.0
152.805000,153.313333,81,0.449,508.3
152.948333,153.675000,74,0.567,726.7
153.020000,153.240000,69,0.512,220.0
153.386667,153.531667,81,0.323,145.0
153.460000,153.675000,76,0.520,215.0
153.675000,153.818333,65,0.528,143.3
153.675000,153.963333,77,0.488,288.3
153.746667,154.183333,69,0.488,436.7
153.818333,154.401667,74,0.409,583.3
153.890000,154.036667,81,0.449,146.7
154.330000,154.545000,76,0.488,215.0
154.545000,154.906667,77,0.449,361.7
154.545000,154.760000,65,0.535,215.0
154.760000,154.980000,69,0.591,220.0
154.980000,155.346667,62,0.488,366.7
154.980000,155.200000,74,0.496,220.0
155.200000,155.346667,76,0.425,146.7
155.200000,155.346667,64,0.465,146.7
155.420000,155.640000,77,0.535,220.0
155.493333,156.285000,62,0.661,791.7
155.566667,155.711667,43,0.307,145.0
155.640000,155.783333,69,0.449,143.3
155.640000,157.013333,50,0.520,1373.3
155.711667,155.998333,53,0.402,286.7
155.855000,157.380000,34,0.575,1525.0
155.855000,155.998333,46,0.307,143.3
156.070000,156.356667,38,0.362,286.7
156.500000,156.646667,53,0.370,146.7
156.500000,156.940000,69,0.551,440.0
157.013333,157.233333,62,0.409,220.0
157.160000,157.306667,50,0.378,146.7
157.380000,157.738333,50,0.504,358.3
157.380000,158.030000,62,0.465,650.0
157.380000,157.523333,69,0.480,143.3
157.380000,159.120000,31,0.724,1740.0
157.451667,157.956667,43,0.472,505.0
157.956667,158.103333,50,0.402,146.7
158.030000,159.048333,43,0.551,1018.3
158.103333,158.250000,69,0.480,146.7
158.103333,159.550000,50,0.465,1446.7
158.250000,158.690000,70,0.528,440.0
158.250000,158.690000,82,0.425,440.0
158.470000,158.616667,62,0.291,146.7
158.690000,162.526667,69,0.614,3836.7
158.690000,160.205000,81,0.543,1515.0
158.905000,159.048333,77,0.472,143.3
158.905000,159.048333,65,0.339,143.3
158.976667,162.671667,38,0.685,3695.0
159.335000,159.843333,62,0.386,508.3
159.550000,159.770000,45,0.346,220.0
159.550000,159.770000,57,0.354,220.0
159.550000,159.696667,76,0.386,146.7
159.770000,159.916667,65,0.425,146.7
159.770000,161.003333,50,0.425,1233.3
160.205000,160.566667,62,0.346,361.7
160.205000,161.003333,45,0.472,798.3
160.276667,161.505000,81,0.472,1228.3
160.420000,160.713333,57,0.339,293.3
160.420000,160.566667,76,0.449,146.7
160.640000,160.786667,65,0.488,146.7
160.713333,160.931667,62,0.315,218.3
160.860000,161.075000,57,0.339,215.0
161.075000,161.218333,74,0.409,143.3
161.075000,162.380000,50,0.535,1305.0
161.290000,161.505000,76,0.535,215.0
161.290000,161.433333,45,0.394,143.3
161.505000,161.648333,45,0.299,143.3
161.505000,161.720000,74,0.315,215.0
161.505000,161.648333,77,0.520,143.3
161.505000,161.648333,65,0.362,143.3
161.720000,162.013333,81,0.386,293.3
161.940000,162.380000,45,0.543,440.0
161.940000,162.233333,74,0.457,293.3
162.160000,162.380000,76,0.480,220.0
162.380000,162.526667,65,0.307,146.7
162.380000,162.526667,77,0.425,146.7
162.600000,163.176667,62,0.701,576.7
162.600000,162.815000,69,0.386,215.0
162.600000,163.176667,50,0.512,576.7
162.671667,164.330000,34,0.654,1658.3
162.815000,162.958333,53,0.402,143.3
162.886667,163.250000,38,0.417,363.3
163.396667,164.190000,69,0.441,793.3
163.470000,164.990000,50,0.520,1520.0
163.470000,163.763333,53,0.346,293.3
163.690000,163.836667,62,0.346,146.7
163.910000,164.050000,76,0.276,140.0
164.120000,164.260000,46,0.425,140.0
164.120000,164.916667,62,0.465,796.7
164.260000,164.403333,69,0.449,143.3
164.330000,164.916667,43,0.480,586.7
164.330000,166.151667,31,0.717,1821.7
164.623333,164.843333,69,0.291,220.0
164.770000,164.916667,76,0.370,146.7
164.990000,165.136667,77,0.260,146.7
164.990000,165.353333,43,0.362,363.3
165.210000,165.640000,70,0.606,430.0
165.210000,165.640000,82,0.457,430.0
165.640000,165.786667,76,0.386,146.7
165.640000,167.380000,50,0.512,1740.0
165.640000,167.738333,69,0.543,2098.3
165.640000,167.523333,81,0.425,1883.3
165.786667,165.933333,43,0.362,146.7
165.860000,166.006667,77,0.402,146.7
165.860000,167.738333,38,0.661,1878.3
166.080000,166.730000,45,0.402,650.0
166.295000,166.583333,62,0.378,288.3
166.730000,166.876667,77,0.394,146.7
167.380000,167.523333,76,0.323,143.3
167.380000,167.523333,45,0.283,143.3
167.738333,167.953333,50,0.378,215.0
167.810000,168.025000,45,0.315,215.0
167.810000,168.025000,69,0.378,215.0
168.025000,169.468333,38,0.543,1443.3
168.025000,168.240000,62,0.339,215.0
168.025000,168.168333,74,0.362,143.3
168.895000,169.038333,74,0.346,143.3
169.540000,169.906667,50,0.346,366.7
169.540000,169.686667,53,0.354,146.7
169.540000,169.686667,69,0.323,146.7
169.613333,169.833333,31,0.386,220.0
169.760000,169.980000,34,0.520,220.0
169.760000,169.980000,62,0.299,220.0
169.760000,169.906667,46,0.394,146.7
169.760000,170.420000,74,0.504,660.0
169.833333,169.980000,86,0.425,146.7
170.273333,171.280000,34,0.677,1006.7
170.420000,171.280000,46,0.409,860.0
170.420000,172.733333,50,0.512,2313.3
170.420000,171.280000,53,0.441,860.0
170.491667,171.280000,81,0.504,788.3
170.563333,171.280000,69,0.465,716.7
170.635000,170.921667,62,0.402,286.7
171.065000,171.208333,65,0.409,143.3
171.208333,171.646667,31,0.551,438.3
171.280000,172.948333,43,0.646,1668.3
171.426667,172.086667,84,0.402,660.0
171.500000,171.866667,62,0.354,366.7
171.500000,172.086667,72,0.543,586.7
171.940000,172.948333,31,0.583,1008.3
172.160000,172.805000,70,0.488,645.0
172.160000,172.876667,82,0.528,716.7
172.590000,172.733333,76,0.378,143.3
172.876667,175.410000,69,0.567,2533.3
173.020000,175.410000,81,0.567,2390.0
173.093333,173.240000,50,0.449,146.7
173.240000,173.606667,38,0.685,366.7
173.240000,173.460000,62,0.433,220.0
173.460000,173.753333,57,0.386,293.3
173.680000,173.826667,50,0.370,146.7
173.900000,174.473333,38,0.551,573.3
173.900000,174.330000,50,0.417,430.0
173.900000,174.115000,57,0.299,215.0
174.115000,174.401667,62,0.346,286.7
174.616667,174.903333,50,0.433,286.7
174.760000,174.903333,38,0.520,143.3
174.975000,175.483333,50,0.362,508.3
175.410000,176.213333,38,0.480,803.3
175.410000,175.556667,77,0.252,146.7
175.630000,175.776667,50,0.370,146.7
175.776667,175.996667,81,0.307,220.0
175.923333,177.076667,50,0.472,1153.3
176.070000,176.285000,57,0.339,215.0
176.070000,176.213333,76,0.307,143.3
176.715000,178.383333,74,0.598,1668.3
176.715000,178.383333,86,0.472,1668.3
176.715000,177.003333,34,0.465,288.3
176.715000,177.296667,46,0.433,581.7
177.150000,177.296667,65,0.378,146.7
177.296667,177.881667,34,0.559,585.0
177.296667,178.598333,50,0.559,1301.7
177.370000,177.516667,53,0.425,146.7
177.516667,177.736667,62,0.402,220.0
177.590000,177.810000,46,0.449,220.0
178.025000,178.096667,65,0.472,71.7
178.025000,178.311667,34,0.433,286.7
178.025000,178.168333,46,0.323,143.3
178.240000,178.598333,31,0.583,358.3
178.240000,178.526667,62,0.299,286.7
178.383333,178.743333,69,0.299,360.0
178.383333,179.760000,76,0.677,1376.7
178.670000,178.816667,40,0.291,146.7
178.816667,179.468333,57,0.465,651.7
178.816667,179.833333,31,0.488,1016.7
178.890000,179.468333,43,0.378,578.3
179.110000,179.468333,62,0.354,358.3
179.181667,179.540000,50,0.465,358.3
179.980000,183.030000,74,0.543,3050.0
179.980000,181.500000,86,0.354,1520.0
180.051667,180.776667,38,0.386,725.0
180.195000,180.338333,50,0.346,143.3
180.410000,180.630000,52,0.354,220.0
180.410000,180.630000,57,0.425,220.0
180.556667,180.850000,33,0.323,293.3
180.556667,181.573333,30,0.315,1016.7
180.630000,180.776667,50,0.386,146.7
180.630000,180.921667,28,0.362,291.7
180.850000,181.573333,38,0.315,723.3
180.850000,181.208333,62,0.362,358.3
180.850000,181.208333,50,0.276,358.3
181.280000,181.426667,57,0.449,146.7
181.353333,181.573333,28,0.299,220.0
181.353333,181.573333,62,0.331,220.0
181.646667,181.863333,86,0.409,216.7
181.720000,182.078333,30,0.307,358.3
181.935000,182.150000,40,0.315,215.0
182.223333,182.443333,30,0.362,220.0
182.443333,182.810000,86,0.354,366.7
182.590000,182.736667,33,0.339,146.7
182.590000,182.956667,52,0.299,366.7
182.956667,183.316667,42,0.386,360.0
183.245000,183.460000,33,0.354,215.0
183.740000,183.880000,38,0.291,140.0
184.105000,184.255000,69,0.488,150.0
184.610000,185.116667,74,0.528,506.7
185.410000,185.701667,26,0.512,291.7
185.483333,185.773333,74,0.417,290.0
186.060000,186.866667,26,0.559,806.7
186.500000,186.646667,74,0.402,146.7
186.940000,187.298333,34,0.654,358.3
187.155000,187.953333,77,0.402,798.3
187.590000,188.598333,34,0.685,1008.3
188.311667,190.051667,76,0.591,1740.0
188.890000,189.253333,36,0.567,363.3
189.613333,190.123333,36,0.646,510.0
190.410000,190.556667,36,0.559,146.7
191.136667,191.426667,36,0.598,290.0
191.280000,191.426667,72,0.386,146.7
191.646667,191.863333,36,0.520,216.7
192.370000,192.661667,26,0.480,291.7
192.443333,192.733333,74,0.488,290.0
193.020000,193.825000,26,0.535,805.0
193.825000,194.258333,34,0.724,433.3
194.043333,194.980000,77,0.520,936.7
194.473333,195.630000,34,0.622,1156.7
195.200000,195.415000,76,0.520,215.0
